Variant,128,256,512,1024,2560,5120,10240
Xcode - REL,28,33,42,67,148,471,1658
Xcode - DBG,47,32,42,65,137,375,1555
Visual Studio - REL,35,33,42,62,139,382,1625
Visual Studio - DBG,30,35,25,63,137,378,1619
