Variant,10000,20000,50000,100000,200000,500000,1000000,2000000,5000000,10000000,20000000,50000000,100000000
Xcode - REL,1,1,1,1,1,1,1,1,1,1,1,1,1
Xcode - DBG,1,1,1,2,5,12,20,30,51,77,104,203,345
Visual Studio - REL,1,1,1,1,1,2,5,9,20,31,49,66,99
Visual Studio - DBG,1,1,1,3,6,6,21,37,57,76,105,181,310
